ID,NOM_TL,ADRESSE,CP,COMINIT,INSEECOM,NOMCOM,WEB,TWITTER,FACEBOOK,TYPO,LAT,LONG,GEOCOD,PRECISION,CONTACT,MAIL,METRO,NOMMETRO,INSEEREG,NOMREG,INSEEMETRO,INSEEDEP,NOMCOMMETRO,POPCOM,COMCLASS,INSEE_ZE,NOM_ZE,CLASS_ZE,POP_ZE
83,9 Hotel REPUBLIQUE,9 rue Pierre Chausson,75010,Paris,75110,Paris,,,,Tiers lieux à dominante coworking,48.870831,2.360582,9 Rue Pierre Chausson 75010 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
84,Hubsy Republique,9B Rue Lucien Sampaix,75010,Paris,75110,Paris,,,,Tiers lieux à dominante coworking,48.871251,2.360032,9 BIS Rue Lucien Sampaix 75010 Paris,0.86,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
85,Spaces Réaumur,124 Rue Réaumur,75002,Paris,75102,Paris,,,,Tiers lieux à dominante coworking,48.868141,2.344204,124 Rue Réaumur 75002 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
86,Kampai,146 rue Montmartre,75002,Paris,75102,Paris,,,,Tiers lieux à dominante coworking,48.869269,2.343235,146 Rue Montmartre 75002 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
87,Spaces Paris Bonne Nouvelle,21 Rue Saint-Fiacre,75002,Paris,75102,Paris,,,,Tiers lieux à dominante coworking,48.870757,2.345765,21 Rue Saint-Fiacre 75002 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
88,L’ENTREPRENDRE CERFRANCE,27 rue du quatre septembre,75002,Paris,75102,Paris,,,,Tiers lieux à dominante coworking,48.869847,2.334929,27 Rue du 4 Septembre 75002 Paris,0.73,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
89,Arty Loft,5 rue de la grange Batelière,75009,Paris,75109,Paris,,,,Tiers lieux à dominante coworking,48.87297,2.34244,5 Rue de la Grange Batelière 75009 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
90,PRIMMOFFICE,65 Rue d'Hautevile,75010,Paris,75110,Paris,,,,Tiers lieux à dominante coworking,48.875614,2.350917,65 Rue d'Hauteville 75010 Paris,0.92,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
91,Coworking Servcorp Edouard VII,23 Square Edouard VII,75009,Paris,75109,Paris,,,,Tiers lieux à dominante coworking,48.871192,2.328681,23 Square Édouard VII 75009 Paris,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
92,Les bureaux (Louis Blanc),213 rue du faubourg Saint Martin,75010,Paris,75110,Paris,,,,Tiers lieux à dominante coworking,48.880748,2.364514,213 Rue du Faubourg Saint-Martin 75010 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
93,Mobilitis,4 rue Charras,75009,Paris,75109,Paris,,,,Tiers lieux à dominante coworking,48.874139,2.329813,4 Rue Charras 75009 Paris,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
94,OpenMind Kfé,110 rue La Boétie Paris,75008,Paris,75108,Paris,,,,Tiers lieux à dominante coworking,48.871736,2.307924,110 Rue la Boétie 75008 Paris,0.79,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
95,Nextdoor Saint Lazare,18 Rue de londres,75008,Paris,75108,Paris,,,,Tiers lieux à dominante coworking,48.87833,2.325716,Rue de Londres 75008 Paris,0.84,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
96,Blue Office Paris Saint Lazare,23 rue de Vienne,75008,Paris,75108,Paris,,,,Tiers lieux à dominante coworking,48.877798,2.32232,23 Rue de Vienne 75008 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
97,EasyWork by Mercure Paris Montmartre,3 rue Caulaincourt,75018,Paris,75118,Paris,,,,Tiers lieux à dominante coworking,48.884999,2.329905,3 Rue Caulaincourt 75018 Paris,0.95,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
98,Patchwork Grande-Armée,10 rue pergolèse,75116,Paris,75116,Paris,,,,Tiers lieux à dominante coworking,48.875589,2.285447,10 Rue Pergolèse 75016 Paris,0.82,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
99,NOVOTEL PARIS 17,34 Avenue de la Porte d'Asnières,75017,Paris,75117,Paris,,,,Tiers lieux à dominante coworking,48.891785,2.302006,34 Avenue de la Porte d'Asnières 75017 Paris,0.94,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
100,Be-Coworking Porte Montmartre,35 rue du docteur Babinski,75018,Paris,93070,Saint-Ouen,,,,Tiers lieux à dominante coworking,48.901078,2.332991,35 Rue du Docteur Babinski 93400 Saint-Ouen,0.63,,,1,Métropole du Grand Paris,11,Île-de-France,75056,75,Paris,2220445,100000 et plus,1101,PARIS,500 000-6 000 000,5981175
101,ATELIER B45,45 boulevard Victor Hugo,92110,Clichy,92024,Clichy,,,,Tiers lieux à dominante coworking,48.898428,2.311829,45 Boulevard Victor Hugo 92110 Clichy,0.93,,,1,Métropole du Grand Paris,11,Île-de-France,92024,92,Clichy,59783,50000-100000,1101,PARIS,500 000-6 000 000,5981175
102,LE LABO,2 RUE JULES FERRY,88190,Golbey,88209,Golbey,,,,Tiers lieux à dominante coworking,48.198073,6.440536,2 Rue Jules Ferry 88190 Golbey,0.91,,,0,,44,Grand Est,88209,88,Golbey,8516,5000-20000,4112,ÉPINAL,100 000-200 000,163151
103,Blue Office Bezons,7 rue Aimé Césaire,95870,Bezons,95063,Bezons,,,,Tiers lieux à dominante coworking,48.92414,2.220802,7 Rue Aimé Césaire 95870 Bezons,0.92,,,0,,11,Île-de-France,95063,95,Bezons,28431,20000-50000,1101,PARIS,500 000-6 000 000,5981175
104,TECH KIDS ACADEMY,5 rue de la surintendance,78100,Saint-Germain-en-Laye,78551,Saint-Germain-en-Laye,,,,Tiers lieux à dominante coworking,48.898487,2.09442,5 Rue de la Surintendance 78100 Saint-Germain-en-Laye,0.92,,,0,,11,Île-de-France,78551,78,Saint-Germain-en-Laye,39540,20000-50000,1101,PARIS,500 000-6 000 000,5981175
105,so'work,19 rue de rhone,28400,Nogent le Rotrou,28280,Nogent-le-Rotrou,,,,Tiers lieux à dominante coworking,48.313758,0.816926,19 Rue de Rhône 28400 Nogent-le-Rotrou,0.93,,,0,,24,Centre-Val de Loire,28280,28,Nogent-le-Rotrou,10130,5000-20000,54,NOGENT-LE-ROTROU,0-50 000,47426
106,COSMOS COWORK,Rue de la République,84000,Avignon,84007,Avignon,,,,Tiers lieux à dominante coworking,43.946997,4.805804,Rue de la République 84000 Avignon,0.94,,,0,,93,Provence-Alpes-Côte d'Azur,84007,84,Avignon,92209,50000-100000,59,AVIGNON,500 000-6 000 000,502068
107,Etincelle coworking Montauban,10 rue de la comédie,82000,Montauban,82121,Montauban,,,,Tiers lieux à dominante coworking,44.018725,1.355061,10 Rue de la Comédie 82000 Montauban,0.94,,,0,,76,Occitanie,82121,82,Montauban,58826,50000-100000,7313,MONTAUBAN,200 000-500 000,223099
108,Espace OASIS,1 Rue Saint Samson,49100,Angers,49007,Angers,,,,Tiers lieux à dominante coworking,47.476774,-0.543421,1 Rue Saint-Samson 49100 Angers,0.93,,,0,,52,Pays de la Loire,49007,49,Angers,151056,100000 et plus,5205,ANGERS,200 000-500 000,467850
109,Espace OASIS 2,12 Rue Saint Maurille,49100,Angers,49007,Angers,,,,Tiers lieux à dominante coworking,47.471303,-0.549736,12 Rue Saint-Maurille 49100 Angers,0.93,,,0,,52,Pays de la Loire,49007,49,Angers,151056,100000 et plus,5205,ANGERS,200 000-500 000,467850
110,Maison du Bien-être Canopée,31 rue Pélisson,34500,Béziers,34032,Béziers,,,,Tiers lieux à dominante coworking,43.342282,3.216254,31 Rue Paul Pellisson 34500 Béziers,0.77,,,0,,76,Occitanie,34032,34,Béziers,75701,50000-100000,9108,BÉZIERS,200 000-500 000,229867
111,Ô Local,8 impasse Bonnet,31500,Toulouse,31555,Toulouse,,,,Tiers lieux à dominante coworking,43.599509,1.45711,8 Impasse Bonnet 31500 Toulouse,0.93,,,1,Toulouse Métropole,76,Occitanie,31555,31,Toulouse,466297,100000 et plus,61,TOULOUSE,500 000-6 000 000,1450345
112,Coworking La Rochelle Le Bastion,24 rue Bastion St Nicolas,17000,La rochelle,17300,La Rochelle,,,,Tiers lieux à dominante coworking,46.154062,-1.145719,24 Rue du Bastion Saint-Nicolas 17000 La Rochelle,0.79,,,0,,75,Nouvelle Aquitaine,17300,17,La Rochelle,74998,50000-100000,5409,LA ROCHELLE,200 000-500 000,242467
113,Le Hub Rouen,105 boulevard de l'Yser,76000,Rouen,76540,Rouen,,,,Tiers lieux à dominante coworking,49.447972,1.101077,105 Boulevard de l'Yser 76000 Rouen,0.95,,,1,Métropole Rouen Normandie,28,Normandie,76540,76,Rouen,110618,100000 et plus,2307,ROUEN,500 000-6 000 000,834093
114,L'annexe,84 rue de Lodi,13006,Marseille,13206,Marseille,,,,Tiers lieux à dominante coworking,43.288339,5.387439,84 Rue de Lodi 13006 Marseille,0.95,,,1,Métropole d'Aix-Marseille-Provence,93,Provence-Alpes-Côte d'Azur,13055,13,Marseille,858120,100000 et plus,9310,MARSEILLE - AUBAGNE,500 000-6 000 000,1316173
115,Le Petit Salon,5 Passage Douard,44000,Nantes,44109,Nantes,,,,Tiers lieux à dominante coworking,47.211918,-1.550476,5 Passe Douard 44000 Nantes,0.8,,,1,Nantes Métropole,52,Pays de la Loire,44109,44,Nantes,298029,100000 et plus,5203,NANTES,500 000-6 000 000,1061271
116,Easywork Mercure Nantes Centre,4 rue Couedic,44000,Nantes,44109,Nantes,,,,Tiers lieux à dominante coworking,47.214095,-1.557171,4 Rue du Couedic 44000 Nantes,0.84,,,1,Nantes Métropole,52,Pays de la Loire,44109,44,Nantes,298029,100000 et plus,5203,NANTES,500 000-6 000 000,1061271
117,Workhub,1 avenue des Lions,44800,Nantes,44162,Saint-Herblain,,,,Tiers lieux à dominante coworking,47.246425,-1.617778,1 Avenue des Lions 44800 Saint-Herblain,0.71,,,1,Nantes Métropole,52,Pays de la Loire,44162,44,Saint-Herblain,44337,20000-50000,5203,NANTES,500 000-6 000 000,1061271
118,Le 3ème Lieu,8 place de l'Eglise,44170,Abbaretz,44001,Abbaretz,,,,Tiers lieux à dominante coworking,47.552638,-1.533689,8 Place de l'Église 44170 Abbaretz,0.91,,,0,,52,Pays de la Loire,44001,44,Abbaretz,2013,0-5000,5203,NANTES,500 000-6 000 000,1061271
119,La Mezzanine,3 cour du Séquoia,44390,Saffré,44149,Saffré,http://www.lamezzanine-coworking.com/,,,Tiers lieux à dominante coworking,47.499924,-1.577943,3 Cour de la Fuie 44390 Saffré,0.48,,,0,,52,Pays de la Loire,44149,44,Saffré,3790,0-5000,5203,NANTES,500 000-6 000 000,1061271
120,La Hutte des Guérisseurs,18 rue Chevalier Paul,83000,Toulon,83137,Toulon,,,,Tiers lieux à dominante coworking,43.122194,5.930992,18 Rue Chevalier Paul 83000 Toulon,0.94,,,1,Métropole Toulon-Provence-Méditerranée,93,Provence-Alpes-Côte d'Azur,83137,83,Toulon,165584,100000 et plus,9315,TOULON,500 000-6 000 000,614384
121,Regus Biot Sophia Antipolis,2000 route des lucioles,0,Biot,06018,Biot,,,,Tiers lieux à dominante coworking,43.616274,7.067898,2000 Route des Lucioles 06410 Biot,0.75,,,0,,93,Provence-Alpes-Côte d'Azur,06018,06,Biot,9976,5000-20000,9305,CANNES - ANTIBES,200 000-500 000,412606
122,Le LABO Coworking,6 rue du Congès,0,Nice,06088,Nice,,,,Tiers lieux à dominante coworking,43.706896,7.24013,6 Chemin de la Conque 06000 Nice,0.41,,,1,Métropole Nice Côte d'Azur,93,Provence-Alpes-Côte d'Azur,06088,06,Nice,343895,100000 et plus,9307,NICE,500 000-6 000 000,620547
123,LE WELCOME BAR,172 RUE DE PARIS,59000,Lille,59350,Lille,,,,Tiers lieux à dominante coworking,50.637357,3.02127,Rue du Marais RESIDENCE DES PLATANES 59000 Lille,0.4,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
124,Wetail,33 rue du Molinel,59000,Lille,59350,Lille,,,,Tiers lieux à dominante coworking,50.634852,3.069342,33 Rue du Molinel 59160 Lille,0.77,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
125,ESPACE FLANDRE,48 RUE DES CANONNIERS,59000,Lille,59350,Lille,,,,Tiers lieux à dominante coworking,50.640872,3.068812,48 Rue des Canonniers 59000 Lille,0.94,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
126,NEW WORKERS,150 AVENUE DE L'ESPACE,59118,WAMBRECHIES,59636,Wambrechies,,,,Tiers lieux à dominante coworking,50.695446,3.060774,150 Avenue de l'Espace 59118 Wambrechies,0.91,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59636,59,Wambrechies,10008,5000-20000,3110,ROUBAIX - TOURCOING,200 000-500 000,427439
127,Les murs d'Agon,21 rue du Feugré,50230,Agon-Coutainville,50003,Agon-Coutainville,,,,Tiers lieux à dominante coworking,49.044389,-1.580213,21 Rue du Feugre 50230 Agon-Coutainville,0.91,,,0,,28,Normandie,50003,50,Agon-Coutainville,2798,0-5000,2508,COUTANCES,50 000-100 000,59573
128,PALAIS DES CONGRES ET DES EXPOSITIONS DE LA BAIE DE SAINT BRIEUC,7 RUE PIERRE DE COUBERTIN,22440,PLOUFRAGAN,22215,Ploufragan,,,,Tiers lieux à dominante coworking,48.496829,-2.765093,Rue Pierre de Coubertin 22440 Ploufragan,0.88,,,0,,53,Bretagne,22215,22,Ploufragan,11376,5000-20000,5305,SAINT-BRIEUC,200 000-500 000,307639
129,Euratechnologies,165 avenue de Bretagne,59000,LILLE,59350,Lille,www.euratechnologies.com,,,Tiers lieux à dominante coworking,50.634183,3.020966,165 Avenue de Bretagne 59000 Lille,0.95,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
130,La CoFabrik,Rue Charles Delesalle,59000,LILLE,59350,Lille,https://www.facebook.com/La-Cofabrik-494425774071290/,,,Tiers lieux à dominante coworking,50.618158,3.07743,Rue Charles Delesalle 59000 Lille,0.94,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
131,La Ferblanterie,16 rue abélard,59000,LILLE,59350,Lille,http://laferblanterie.org/,,,Tiers lieux à dominante coworking,50.613446,3.063554,16 Rue Abélard 59000 Lille,0.95,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
132,Le 188,188 rue du Faubourg de Béthune,59000,LILLE,59350,Lille,http://www.le188.fr/,,,Tiers lieux à dominante coworking,50.617421,3.02655,Rue du Faubourg de Béthune 59000 Lille,0.86,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
133,La Grappe,75 rue Léon Gambetta,59000,LILLE,59350,Lille,http://www.initiativesetcite.com/communication/lagrappe/,,,Tiers lieux à dominante coworking,50.630728,3.058026,75 Rue Léon Gambetta 59260 Lille,0.79,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
134,1624 COWORKIN'LILLE,12 ter rue des Tours,59000,LILLE,59350,Lille,http://www.1624cowork.com/,,,Tiers lieux à dominante coworking,50.613684,3.045933,Rue du Four à Chaux 59000 Lille,0.41,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
135,INSITACTION,22 rue de bergues,59000,LILLE,59350,Lille,insitaction.com,,,Tiers lieux à dominante coworking,50.634543,3.028581,22 Rue de Bergues 59000 Lille,0.94,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
136,L'hybride,18 rue Gosselet,59000,LILLE,59350,Lille,http://lhybride.org/,,,Tiers lieux à dominante coworking,50.626031,3.065998,18 Rue Gosselet 59000 Lille,0.94,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
137,Volume Ouvert,13 Rue d'Avesnes,59000,LILLE,59350,Lille,,,,Tiers lieux à dominante coworking,50.621619,3.063076,13 Rue d'Avesnes 59000 Lille,0.94,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
138,Socopira,59 Avenue Jules Brame,59100,ROUBAIX,59512,Roubaix,http://www.socopira.infos.st/,,,Tiers lieux à dominante coworking,50.686043,3.20454,59 Avenue Jules Brame 59100 Roubaix,0.93,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59512,59,Roubaix,95600,50000-100000,3110,ROUBAIX - TOURCOING,200 000-500 000,427439
139,BE SQUARE,62 avenue Jean Baptiste Lebas,59100,ROUBAIX,59512,Roubaix,http://www.besquare-roubaix.fr/,,,Tiers lieux à dominante coworking,50.692934,3.170252,62 Avenue Jean Baptiste Lebas 59100 Roubaix,0.93,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59512,59,Roubaix,95600,50000-100000,3110,ROUBAIX - TOURCOING,200 000-500 000,427439
140,ENTREPRISE OUVERTE,139 rue des Arts,59100,ROUBAIX,59512,Roubaix,http://www.entrepriseouverte.com/,,,Tiers lieux à dominante coworking,50.689089,3.162298,139 Rue des Arts 59100 Roubaix,0.93,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59512,59,Roubaix,95600,50000-100000,3110,ROUBAIX - TOURCOING,200 000-500 000,427439
141,L'outil Commun,Rue faidherbe,59110,LA MADELEINE,59368,La Madeleine,https://www.facebook.com/loutilcommun/,,,Tiers lieux à dominante coworking,50.651607,3.075612,Rue Faidherbe 59110 La Madeleine,0.92,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59368,59,La Madeleine,22248,20000-50000,3111,LILLE,500 000-6 000 000,805074
142,Coworking Haute-Deûle - En cours,Léon Blum,59112,ANNOEULLIN,59011,Annœullin,,,,Tiers lieux à dominante coworking,50.533186,2.931974,Boulevard Léon Blum 59112 Annœullin,0.66,,,0,,32,Hauts-de-France,59011,59,Annoeullin,10325,5000-20000,3111,LILLE,500 000-6 000 000,805074
143,REACTIF & Co,45 A avenue de l'europe,59223,RONCQ,59508,Roncq,www.reactifconsultants.com,,,Tiers lieux à dominante coworking,50.75409,3.136574,45 A Avenue de l'Europe 59223 Roncq,0.92,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59508,59,Roncq,13534,5000-20000,3110,ROUBAIX - TOURCOING,200 000-500 000,427439
144,Je travaille au vert - Mon's Moulin,350 rue du moulin,59246,MONS EN PEVELE,59411,Mons-en-Pévèle,www.jetravailleauvert.org,,,Tiers lieux à dominante coworking,50.480524,3.098087,Rue du Moulin 59246 Mons-en-Pévèle,0.81,,,0,,32,Hauts-de-France,59411,59,Mons-en-Pévèle,2128,0-5000,3111,LILLE,500 000-6 000 000,805074
145,Métalu.net,55 rue Jean Bart,59260,HELLEMMES LILLE,59350,Lille,http://metalu.net/,,,Tiers lieux à dominante coworking,50.62877,3.0996,55 Rue Jean Bart (hellemmes) 59260 Lille,0.94,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
146,Pôle de coopération et d'innovation,340 rue de l'Haeghe Doorne,59270,METEREN,59401,Méteren,,,,Tiers lieux à dominante coworking,50.737867,2.691907,340 Rue de l'Haeghe Doorne 59270 Méteren,0.91,,,0,,32,Hauts-de-France,59401,59,Méteren,2198,0-5000,3113,LA FLANDRE - LYS,100 000-200 000,124856
147,La Musette,197 rue oscar desmaretz,59287,GUESNAIN,59276,Guesnain,http://www.lamusette.net,,,Tiers lieux à dominante coworking,50.351898,3.140762,197 Rue Oscar Desmaretz 59287 Guesnain,0.91,,,0,,32,Hauts-de-France,59276,59,Guesnain,4694,0-5000,3114,DOUAI,200 000-500 000,246595
148,MonsFabrica,68 AVENUE MARC SANGNIER,59370,MONS EN BAROEUL,59410,Mons-en-Barœul,https://www.facebook.com/MonsFabrica,,,Tiers lieux à dominante coworking,50.645562,3.111698,68 Avenue Marc Sangnier 59370 Mons-en-Barœul,0.92,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59410,59,Mons-en-Baroeul,21231,20000-50000,3111,LILLE,500 000-6 000 000,805074
149,3 Teinturiers,3 rue des Teinturiers,59491,VILLENEUVE D ASCQ,59009,Villeneuve-d'Ascq,http://coworking-villeneuve-ascq.fr,,,Tiers lieux à dominante coworking,50.667898,3.140773,3 Rue des Teinturiers 59491 Villeneuve-d'Ascq,0.93,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59009,59,Villeneuve-d'Ascq,62869,50000-100000,3111,LILLE,500 000-6 000 000,805074
150,Concept 43,14 avenue industrielle,59520,MARQUETTE LEZ LILLE,59386,Marquette-lez-Lille,http://mymoneyhelp.fr/index.php/campaigns/soutenez-le-concept-43-un-espace-commercial-innovant-et-inedit-a-marquette-lez-lille-59/,,,Tiers lieux à dominante coworking,50.675633,3.054711,14 Avenue Industrielle 59520 Marquette-lez-Lille,0.91,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59386,59,Marquette-lez-Lille,10308,5000-20000,3111,LILLE,500 000-6 000 000,805074
151,Tiers lieu FCB Fives,Fives,59800,LILLE,59350,Lille,http://laurentcourouble.wix.com/coporteurs2,,,Tiers lieux à dominante coworking,50.631564,3.05644,Lille,0.64,,,1,Métropole Européenne de Lille,32,Hauts-de-France,59350,59,Lille,233897,100000 et plus,3111,LILLE,500 000-6 000 000,805074
